OrthologID	GeneSymbol(2019)	TAEGU_ENSEMBL_gID_rel67
4932	TFDP1	ENSTGUG00000009272
4933	TMCO3	ENSTGUG00000009257
4934	CUL4A	ENSTGUG00000009155
4939	NAXD	ENSTGUG00000008803
4940	CARS2	ENSTGUG00000008828
4941	ANKRD10	ENSTGUG00000008852
4942	LIG4	ENSTGUG00000010795
4944	ERCC5	ENSTGUG00000010817
4945	BIVM	
4946	KDELC1	ENSTGUG00000010849
4948	ENSGALT00000027256	
4949	TM9SF2	ENSTGUG00000010935
4951	GPR183	ENSTGUG00000010965
4952	SLC15A1	ENSTGUG00000011018
4963	NDFIP2	ENSTGUG00000012593
4965	CLN5	ENSTGUG00000012549
4966	ACOD1	ENSTGUG00000012551
4968	MZT1	ENSTGUG00000012494
4971	OLFM4	ENSTGUG00000012456
4972	WBP4	ENSTGUG00000012433
4975	EPSTI1	ENSTGUG00000012366
4978	CCDC122	ENSTGUG00000012356
4979	GPALPP1	ENSTGUG00000012338
4981	SLC25A30	ENSTGUG00000012317
4982	COG3	ENSTGUG00000012310
4984	ZC3H13	ENSTGUG00000012299
4987	RUBCNL	ENSTGUG00000012281
4989	SUCLA2	ENSTGUG00000012239
4992	CDADC1	ENSTGUG00000012166
4993	CAB39L	ENSTGUG00000012160
4994	SETDB2	ENSTGUG00000012159
4997	RNASEH2B	ENSTGUG00000012104
4998	FAM124A	ENSTGUG00000012101
4999	ATP7B	ENSTGUG00000012069
5001	NEK3	ENSTGUG00000012048
5002	ENSGALT00000027515	
5003	NHLRC3	ENSTGUG00000011989
5004	STOML3	
5006	POSTN	ENSTGUG00000011933
5007	EXOSC8	ENSTGUG00000011908
5008	ALG5	ENSTGUG00000011903
5009	SPART	ENSTGUG00000011877
5013	N4BP2L1	
5014	ZAR1L	ENSTGUG00000011760
5015	B3GLCT	ENSTGUG00000011725
5016	ALOX5AP	ENSTGUG00000011710
5017	USPL1	ENSTGUG00000011708
5018	UBL3	ENSTGUG00000011687
5020	FLT1	ENSTGUG00000011631
5022	POLR1D	
5023	GTF3A	ENSTGUG00000011584
5027	AMER2	ENSTGUG00000011464
5028	SACS	ENSTGUG00000011419
5029	SAP18	ENSTGUG00000011377
5030	XPO4	ENSTGUG00000011343
5031	PSPC1	ENSTGUG00000011295
5032	MPHOSPH8	
5036	ARHGAP20	
5037	ZC3H12C	ENSTGUG00000011244
5040	ACAT1	ENSTGUG00000012643
5041	RAB39A	
5042	SLC35F2	ENSTGUG00000012641
5044	ELMOD1	ENSTGUG00000012657
5048	AASDHPPT	ENSTGUG00000012671
5050	DCUN1D5	ENSTGUG00000012725
5051	MMP27	
5052	MMP7	ENSTGUG00000018460
5053	CFAP300	ENSTGUG00000012760
5054	KIAA1377	ENSTGUG00000012764
5056	CEP57	ENSTGUG00000012809
5060	GPR83	
5063	CCDC67	
5064	NAALAD2	ENSTGUG00000012880
5070	FZD4	ENSTGUG00000012916
5071	PRSS23	ENSTGUG00000012918
5073	PCF11	ENSTGUG00000012944
5075	ARHGEF5	ENSTGUG00000011885
5078	FGF23	ENSTGUG00000012268
5084	CHRDL2	ENSTGUG00000013452
5103	C16orf87	ENSTGUG00000008847
5104	ARPP19	ENSTGUG00000006651
5107	ERH	ENSTGUG00000011445
5109	SPDYA	ENSTGUG00000005486
5110	TXNL4A	
5111	ENSGALT00000028086	ENSTGUG00000010666
5114	LAP3	ENSTGUG00000009661
5124	VPS25	ENSTGUG00000002656
5131	COTL1	ENSTGUG00000004261
5134	CCDC149	ENSTGUG00000009438
5136	KCNS2	
5142	ARNT	
5147	SUV39H2	ENSTGUG00000002338
5149	TFCP2L1	ENSTGUG00000004573
5159	CZH18orf32	ENSTGUG00000000043
5167	SMAD7	ENSTGUG00000000033
5177	RFC1	ENSTGUG00000008901
5180	VDAC3	
5183	UBE3B	ENSTGUG00000007321
5184	SLC48A1	ENSTGUG00000003757
5188	POP1	ENSTGUG00000012011
5192	UTP15	ENSTGUG00000005903
5194	TIAL1	ENSTGUG00000011148
5198	C16orf88	ENSTGUG00000009313
5218	CD9	ENSTGUG00000011899
5219	ALG8	ENSTGUG00000013014
5220	ENSGALT00000030046	
5230	ITM2B	ENSTGUG00000012223
5235	FANCB	ENSTGUG00000008144
5239	ENSGALT00000030336	
5240	PSMG1	
5243	ENSGALT00000030391	
5246	ARL6	ENSTGUG00000013497
5257	ENSGALT00000030545	
5259	ENSGALT00000030571	
5264	SLC16A8	
5268	ARHGDIB	ENSTGUG00000009210
5279	TMEM71	ENSTGUG00000012557
5281	SDC2	ENSTGUG00000011969
5284	TMEM70	ENSTGUG00000011565
5286	SGK3	ENSTGUG00000011308
5290	COLEC12	ENSTGUG00000010195
5291	SMCHD1	ENSTGUG00000010092
5293	MC5R	ENSTGUG00000009443
5298	UPP1	ENSTGUG00000007854
5299	TNFRSF11A	ENSTGUG00000002019
5303	TPMT	ENSTGUG00000006234
5309	ABHD5	ENSTGUG00000003814
5311	SGOL1	ENSTGUG00000003277
5315	TMEM196	ENSTGUG00000002647
5318	OTUD1	ENSTGUG00000001179
5320	LMBR1	ENSTGUG00000000698
5326	GLDN	ENSTGUG00000006955
5329	FBXO47	ENSTGUG00000002179
5331	ENSGALT00000031351	
5339	TNNT2	ENSTGUG00000001330
5353	EFHC1	ENSTGUG00000013278
5364	PQLC3	
5365	ADAM17	ENSTGUG00000013028
5366	CLN8	ENSTGUG00000012928
5367	ENSGALT00000031636	
5369	HCRTR2	ENSTGUG00000012840
5373	MANEA	ENSTGUG00000012329
5375	CCN6	ENSTGUG00000011997
5383	ENSGALT00000031803	
5386	ARV1	ENSTGUG00000009892
5387	ENSGALT00000031853	
5392	PPP1CB	ENSTGUG00000002576
5396	CNIH4	ENSTGUG00000004053
5399	FBXO48	ENSTGUG00000002387
5400	KLC4	ENSTGUG00000004797
5407	TUSC3	ENSTGUG00000007309
5410	ADH5	ENSTGUG00000003340
5411	GAR1	ENSTGUG00000004185
5419	CEP44	ENSTGUG00000006297
5420	ENSGALT00000032205	
5425	RNF128	ENSTGUG00000004446
5432	NSDHL	ENSTGUG00000005479
5449	GMFB	ENSTGUG00000013090
5453	C14orf39	ENSTGUG00000012996
5460	TMED8	ENSTGUG00000012301
5462	ISCA2	ENSTGUG00000012129
5464	RASGRP1	ENSTGUG00000011737
5469	MYBPC3	ENSTGUG00000010426
5472	MUC17	
5474	ENSGALT00000032705	
5481	AK6	ENSTGUG00000017529
5483	CNTLN	
5489	SHLD3	
5490	DIMT1	ENSTGUG00000002749
5492	RBM43	
5494	NXPH2	ENSTGUG00000011842
5498	COMMD2	ENSTGUG00000011415
5499	JAK1	ENSTGUG00000009979
5504	EAF2	ENSTGUG00000004411
5507	ENSGALT00000033009	
5510	FAM204A	ENSTGUG00000011080
5512	RPL22L1	ENSTGUG00000010938
5513	ENSGALT00000033080	
5518	PLA2R1	ENSTGUG00000006488
5521	MCCC1	ENSTGUG00000010506
5527	ENSGALT00000033177	
5528	NDUFAF5	ENSTGUG00000002444
5530	PHOSPHO2	ENSTGUG00000007853
5531	HPS6	ENSTGUG00000009875
5532	FAM183BP	ENSTGUG00000007070
5536	SNX5	ENSTGUG00000005916
5539	PLEKHA3	ENSTGUG00000009194
5541	SLC8A1	ENSTGUG00000002147
5543	ZNHIT6	ENSTGUG00000006419
5545	PPP4R2	ENSTGUG00000009943
5546	LMO4	ENSTGUG00000006316
5547	GDI2	ENSTGUG00000001937
5548	TGFBR3	ENSTGUG00000006121
5549	SYNPR	ENSTGUG00000018356
5553	RPP14	ENSTGUG00000009157
5554	FAM126B	ENSTGUG00000010333
5559	ENSGALT00000033499	ENSTGUG00000005031
5561	C2orf47	ENSTGUG00000010466
5562	AURKA	ENSTGUG00000008457
5565	C20orf85	ENSTGUG00000008244
5566	NABP1	ENSTGUG00000010721
5576	ZNF469	
5596	SFI1	ENSTGUG00000009821
5597	MEIOB	ENSTGUG00000006747
5602	SSTR5	ENSTGUG00000006869
5606	SYNM	ENSTGUG00000008704
5610	RPE	ENSTGUG00000011373
5613	RNF7	ENSTGUG00000008423
5617	ENSGALT00000034006	
5631	TXNDC15	ENSTGUG00000001256
5634	STARD5	ENSTGUG00000007905
5638	UBE2D1	ENSTGUG00000005149
5640	PPP1R3D	ENSTGUG00000007983
5641	UAP1L1	ENSTGUG00000002318
5643	C15orf40	ENSTGUG00000007701
5646	RASGEF1A	ENSTGUG00000006196
5650	MPZL3	ENSTGUG00000018324
5654	LTC4S	ENSTGUG00000001044
5656	BRI3	ENSTGUG00000008663
5658	UNG	ENSTGUG00000007069
5664	PLA2G10	ENSTGUG00000004955
5667	PKIG	
5670	RRN3	ENSTGUG00000005205
5675	ALDH1A2	ENSTGUG00000006178
5681	RPN2	ENSTGUG00000004892
5683	CCNB2	ENSTGUG00000005982
5686	B3GAT1	ENSTGUG00000000632
5689	MCEE	ENSTGUG00000005608
5697	MYBL2	ENSTGUG00000004426
5699	ATP2A2	ENSTGUG00000005728
5702	APTX	ENSTGUG00000001441
5703	MSANTD2	ENSTGUG00000000759
5705	TOX2	ENSTGUG00000003811
5707	ZNF341	ENSTGUG00000003745
5711	IL17B	ENSTGUG00000000251
5713	ENSGALT00000034695	
5717	SNX1	
5718	NPM1	ENSTGUG00000014970
5722	SURF2	ENSTGUG00000005497
5725	SNUPN	ENSTGUG00000003724
5727	GABRG2	ENSTGUG00000001461
5731	OLFM1	ENSTGUG00000006000
5741	NDEL1	ENSTGUG00000005651
5743	NPPA	
5744	SLC13A2	ENSTGUG00000005976
5745	HMGCL	ENSTGUG00000001195
5746	ELOA	ENSTGUG00000001205
5749	HEYL	ENSTGUG00000001265
5750	ENSGALT00000034987	
5754	NF2	ENSTGUG00000010467
5767	IFT22	ENSTGUG00000004353
5770	FAM19A4	ENSTGUG00000009681
5773	NADK	
5779	DSTYK	
5790	LYPD2	
5798	VSTM2B	ENSTGUG00000008950
5802	ENSGALT00000035395	
5822	C19orf44	ENSTGUG00000000685
5829	ENSGALT00000035445	
5832	IL26	ENSTGUG00000006731
5925	EIF4E3	ENSTGUG00000009923
5939	DNASE1L3	ENSTGUG00000007451
5941	ENSGALT00000036266	
5943	ACAD9	ENSTGUG00000003909
5945	ENSGALT00000036279	
5955	PPME1	ENSTGUG00000013448
5956	RPS3	
5964	ENSGALT00000036398	
5966	MRE11	ENSTGUG00000012824
5973	SKA3	ENSTGUG00000011390
5978	ENSGALT00000036459	ENSTGUG00000011776
5985	TPT1	ENSTGUG00000012322
5986	TSC22D1	ENSTGUG00000012345
5987	TDRD3	ENSTGUG00000012476
5988	EDNRB	ENSTGUG00000012574
5997	TMEM65	ENSTGUG00000012471
5999	SLC25A6	ENSTGUG00000010711
6003	NIPAL2	ENSTGUG00000012018
6004	RPL30	ENSTGUG00000012004
6005	RUNX1T1	ENSTGUG00000011844
6006	SMS	ENSTGUG00000007411
6007	SAT1	ENSTGUG00000007289
6008	CNGB3	ENSTGUG00000011777
6009	LANCL3	ENSTGUG00000006855
6011	MAOA	ENSTGUG00000006274
6014	ENSGALT00000036681	
6015	ENSGALT00000036685	
6016	ENSGALT00000036686	
6017	RRP1B	ENSTGUG00000005926
6018	ENSGALT00000036691	
6020	SUPT3H	ENSTGUG00000013250
6025	PCP4	
6029	UBXN2B	ENSTGUG00000011120
6035	SOD1	ENSTGUG00000013463
6038	RAB10	
6041	ENSGALT00000036810	
6048	ESCO1	ENSTGUG00000010304
6054	ENSGALT00000036891	
6058	IMPG2	ENSTGUG00000013625
6062	ATP1B1	ENSTGUG00000013431
6065	CCDC191	ENSTGUG00000013407
6067	INVS	ENSTGUG00000008787
6069	ENSGALT00000036961	ENSTGUG00000012882
6070	GFRAL	ENSTGUG00000012837
6073	SIDT1	ENSTGUG00000013364
6074	LGSN	ENSTGUG00000012783
6075	ENSGALT00000037024	
6078	EPB41L4B	ENSTGUG00000008100
6083	ENSGALT00000037096	
6088	ADRA1D	ENSTGUG00000010933
6089	NOP2	ENSTGUG00000013336
6090	BCKDHB	ENSTGUG00000012570
6098	KDSR	ENSTGUG00000002036
6101	OVA	
6103	ERO1A	ENSTGUG00000013108
6109	SYCP2L	ENSTGUG00000005763
6110	DRD5	ENSTGUG00000009908
6115	C10orf12	ENSTGUG00000009640
6117	TA3	ENSTGUG00000013024
6118	ARFGAP3	
6119	ENSGALT00000037351	
6120	ROS1	ENSTGUG00000011909
6122	STK38L	ENSTGUG00000012169
6128	SNAPC1	ENSTGUG00000012976
6130	RNF217	ENSTGUG00000011809
6131	ENSGALT00000037396	
6136	ENSGALT00000037423	
6140	AL590327.1	
6142	VPS41	ENSTGUG00000001860
6144	PHOX2B	ENSTGUG00000008613
6151	ENSGALT00000037492	
6153	IL17RA	ENSTGUG00000012526
6155	ADGRG6	ENSTGUG00000010957
6156	ADIPOR2	ENSTGUG00000012591
6157	CCDC112	ENSTGUG00000001336
6158	DYNC1H1	ENSTGUG00000012793
6159	ENSGALT00000037514	
6160	SFRP4	ENSTGUG00000005627
6162	PDCD6IP	ENSTGUG00000001714
6172	PAPOLA	ENSTGUG00000012687
6173	XPA	
6181	MYRIP	ENSTGUG00000004660
6182	ENSGALT00000037579	
6184	ITPK1	ENSTGUG00000012607
6185	PCMT1	ENSTGUG00000011332
6189	SMC2	ENSTGUG00000001288
6191	MYBPC1	ENSTGUG00000011307
6200	SSBP2	ENSTGUG00000006949
6201	GTF2A1	ENSTGUG00000012378
6208	PITX2	ENSTGUG00000004274
6209	FAM241A	ENSTGUG00000004287
6211	THBS2	ENSTGUG00000009705
6214	EOMES	ENSTGUG00000003557
6217	CRY1	ENSTGUG00000010999
6222	USP53	ENSTGUG00000001892
6230	CACNB4	ENSTGUG00000012082
6231	HMOX1	ENSTGUG00000010842
6232	NPC2	
6235	NRG1	ENSTGUG00000000280
6236	KIAA1383	ENSTGUG00000010135
6237	CHRNA6	ENSTGUG00000000216
6238	KIF5C	ENSTGUG00000011950
6242	EIF3L	ENSTGUG00000010488
6244	CYCS	ENSTGUG00000002866
6246	SNX6	ENSTGUG00000011923
6249	HECTD1	
6253	CBX7	ENSTGUG00000010271
6254	PDGFB	ENSTGUG00000010265
6255	ENSGALT00000037888	ENSTGUG00000001006
6256	RPS19BP1	ENSTGUG00000010217
6259	ADSL	ENSTGUG00000010111
6260	NAAA	ENSTGUG00000001671
6269	FEZ2	ENSTGUG00000008653
6270	HACD2	ENSTGUG00000004281
6272	UMAD1	ENSTGUG00000001679
6275	MRPS18C	
6278	HNRNPDL	ENSTGUG00000002850
6284	GYPC	ENSTGUG00000004873
6288	ENSGALT00000038124	
6300	IGFBP5	ENSTGUG00000005120
6307	ENSGALT00000038191	
6310	COA7	ENSTGUG00000009061
6317	VSIG10	ENSTGUG00000009047
6318	RPS6	ENSTGUG00000004334
6320	SLC4A1AP	ENSTGUG00000002524
6321	ENSGALT00000038271	
6325	ENSGALT00000038288	
6329	SPATA6	ENSTGUG00000008578
6330	ENSGALT00000038310	
6333	RHOQ	
6339	CAMKMT	ENSTGUG00000003843
6343	CRY2	ENSTGUG00000010722
6346	C10orf140	
6348	DUSP6	ENSTGUG00000008053
6349	ENSGALT00000038360	
6351	LARGE2	ENSTGUG00000010689
6357	METTL25	ENSTGUG00000007841
6367	YME1L1	ENSTGUG00000001114
6368	ENSGALT00000038445	
6369	TTC21B	ENSTGUG00000007307
6372	EIF2B3	ENSTGUG00000007774
6376	BBS10	ENSTGUG00000007444
6378	C9orf71	ENSTGUG00000005666
6384	TPH2	ENSTGUG00000007300
6386	SSTR2	
6389	NSA2	ENSTGUG00000006033
6396	GSC2	
6401	ENSGALT00000038563	
6403	IARS2	ENSTGUG00000002764
6406	LDLRAD3	ENSTGUG00000010116
6408	ENSGALT00000038597	
6411	LRRC19	ENSTGUG00000007099
6418	ZBTB34	ENSTGUG00000007424
6424	MON2	ENSTGUG00000006318
6425	HOXD10	ENSTGUG00000008948
6429	FGF3	ENSTGUG00000005379
6433	LTO1	ENSTGUG00000005371
6435	DNASE2B	ENSTGUG00000006605
6437	ENSGALT00000038727	
6441	GATM	ENSTGUG00000007597
6446	PJVK	
6448	SSX2IP	ENSTGUG00000006524
6449	TRPM7	ENSTGUG00000007440
6455	ANKFN1	
6457	FTH1	ENSTGUG00000005949
6462	ODF2L	ENSTGUG00000006364
6463	GRIA2	ENSTGUG00000005484
6475	C5	ENSTGUG00000006567
6476	TXNDC17	ENSTGUG00000008942
6480	GPS1	ENSTGUG00000003677
6481	BMT2	ENSTGUG00000005414
6487	PFN2	ENSTGUG00000011405
6490	C8H1ORF146	ENSTGUG00000006096
6491	ENSGALT00000038934	
6492	ENSGALT00000038935	
6493	ENSGALT00000038936	
6494	CAV1	ENSTGUG00000005250
6495	FAM210B	ENSTGUG00000008469
6499	EIF4A3	ENSTGUG00000002132
6501	ENSGALT00000038989	
6502	PPP4R1L	ENSTGUG00000008211
6505	COX4I1	ENSTGUG00000004109
6509	GARS	ENSTGUG00000000364
6512	ENSGALT00000039039	
6513	USP10	ENSTGUG00000004217
6517	ZNF831	
6521	AP2A2	ENSTGUG00000009676
6522	DDX52	ENSTGUG00000008303
6525	MXI1	ENSTGUG00000010598
6527	RWDD3	ENSTGUG00000005583
6528	CDH13	ENSTGUG00000004357
6529	DDOST	ENSTGUG00000002085
6530	CD40	ENSTGUG00000005824
6531	ENSGALT00000039109	
6536	AATF	
6539	ENSGALT00000039131	
6540	ENSGALT00000039132	
6541	PCIF1	ENSTGUG00000006011
6546	PRLR	ENSTGUG00000001979
6551	IBA57	ENSTGUG00000000247
6552	MOV10L1	
6555	CGNL1	ENSTGUG00000006242
6559	TARS	ENSTGUG00000001925
6560	SETD1B	ENSTGUG00000006093
6562	BRIP1	ENSTGUG00000007767
6569	ENSGALT00000039261	ENSTGUG00000009678
6592	POLL	ENSTGUG00000009972
6600	GPATCH1	ENSTGUG00000009401
6605	LDB1	ENSTGUG00000009855
6609	STMN3	ENSTGUG00000007038
6614	PGAM1	ENSTGUG00000009702
6618	NAMPT	ENSTGUG00000003039
6625	KIAA1328	ENSTGUG00000001654
6626	SRL	ENSTGUG00000003951
6627	FUBP3	ENSTGUG00000004662
6628	ZSWIM7	ENSTGUG00000006672
6629	DNAJA2	ENSTGUG00000008817
6632	ACTL6A	ENSTGUG00000010657
6634	ITFG1	ENSTGUG00000008754
6635	DNAJC16	ENSTGUG00000017133
6637	ENSGALT00000039593	
6642	ENSGALT00000039606	
6647	HEATR3	ENSTGUG00000008582
6649	UBXN10	ENSTGUG00000017062
6650	ATP11B	ENSTGUG00000010523
6659	PQLC2	ENSTGUG00000016965
6660	COL6A1	ENSTGUG00000003341
6665	ENSGALT00000039686	
6666	PHTF2	ENSTGUG00000002692
6672	ENSGALT00000039721	
6673	IDE	ENSTGUG00000008951
6677	HHEX	ENSTGUG00000008924
6679	ENSGALT00000039751	
6680	ADRM1	
6688	BECN1	ENSTGUG00000002784
6689	ENSGALT00000039794	
6690	RBP4	ENSTGUG00000008768
6696	TRPM8	ENSTGUG00000003521
6697	GRXCR2	ENSTGUG00000000125
6704	TREM2	ENSTGUG00000001835
6712	TNKS2	ENSTGUG00000008510
6714	GOLGA2	ENSTGUG00000003721
6720	RAC1	ENSTGUG00000008876
6723	DAGLB	ENSTGUG00000008882
6724	ENSGALT00000039896	
6725	PREX1	ENSTGUG00000008911
6728	MICALCL	ENSTGUG00000016049
6730	ACTA2	
6731	PYGB	ENSTGUG00000005015
6732	GDE1	ENSTGUG00000009391
6739	OCSTAMP	ENSTGUG00000005360
6740	HIRA	ENSTGUG00000008538
6743	GLG1	ENSTGUG00000006272
6745	ENSGALT00000039994	ENSTGUG00000008085
6747	CLSTN1	ENSTGUG00000003610
6753	ENSGALT00000040022	ENSTGUG00000005111
6762	CD276	
6763	NPTN	ENSTGUG00000004094
6766	ACADL	ENSTGUG00000011392
6767	EIF3M	ENSTGUG00000004912
6770	ENSGALT00000040089	
6771	BLOC1S2	ENSTGUG00000007766
6773	CAMLG	ENSTGUG00000001268
6774	PRKCQ	ENSTGUG00000002037
6777	RPL19	ENSTGUG00000002181
6786	ITGAV	ENSTGUG00000011101
6791	IL2RG	ENSTGUG00000007242
6794	PDCD1	
6795	RNF223	ENSTGUG00000004049
6802	ENSGALT00000040242	
6808	ENSGALT00000040271	
6810	ENSGALT00000040274	
6811	NAV2	ENSTGUG00000015800
6812	PPIB	
6813	AURKAIP1	
6818	BRCC3	
6830	RBPMS2	ENSTGUG00000004722
6835	ARHGAP17	ENSTGUG00000006254
6836	PSMD13	ENSTGUG00000006851
6837	CENPI	ENSTGUG00000006715
6838	YOD1	ENSTGUG00000001071
6839	C1orf116	
6841	SLC35B1	ENSTGUG00000001866
6848	TRAF7	ENSTGUG00000006321
6849	DNAJC17	ENSTGUG00000006661
6850	RALY	ENSTGUG00000003715
6851	EIF2S2	ENSTGUG00000003689
6852	RMDN3	ENSTGUG00000006637
6854	VCL	ENSTGUG00000006706
6857	GPR56	ENSTGUG00000004949
6859	RPUSD2	ENSTGUG00000007353
6861	UBE2G1	ENSTGUG00000003974
6869	ZIC4	ENSTGUG00000008837
6874	FAM83C	ENSTGUG00000003622
6877	ENSGALT00000040506	
6878	BUB1B	ENSTGUG00000007225
6884	EPS8L2	
6903	KCNA3	ENSTGUG00000000902
6913	IDO2	ENSTGUG00000005157
6928	MKS1	ENSTGUG00000003603
6929	MYBPH	ENSTGUG00000001383
6934	ENSGALT00000040716	
6939	ENSGALT00000040726	
6948	ENSGALT00000040757	
6951	SUPV3L1	ENSTGUG00000003907
6956	FAM124B	
6964	KDM5B	ENSTGUG00000001257
6966	MOGAT1	ENSTGUG00000007842
6969	THOC3	ENSTGUG00000000557
6970	KIAA0319L	ENSTGUG00000001687
6973	MYO9B	ENSTGUG00000000453
6974	ARL8A	ENSTGUG00000001202
6991	PGPEP1	ENSTGUG00000001030
6995	MEAF6	ENSTGUG00000001560
6999	ENSGALT00000041015	
7005	ENSGALT00000041041	
7006	PDGFA	ENSTGUG00000008526
7011	ENSGALT00000041070	
7020	PCNA	ENSTGUG00000004036
7023	EIF2AK1	ENSTGUG00000008807
7028	RET	ENSTGUG00000006250
7031	BSG	ENSTGUG00000000614
7032	ENSGALT00000041134	
7046	ATP8B3	ENSTGUG00000000215
7052	AP3D1	ENSTGUG00000000284
7053	KY	ENSTGUG00000006896
7058	C19orf35	ENSTGUG00000000321
7059	SNRNP40	ENSTGUG00000000812
7062	OAZ1	ENSTGUG00000000312
7074	KRT80	ENSTGUG00000004141
7079	NRG2	ENSTGUG00000001621
7095	AUP1	
7111	BET1	ENSTGUG00000001519
7113	PANX2	ENSTGUG00000003957
7115	CIDEA	ENSTGUG00000009653
7116	ENSGALT00000000029	ENSTGUG00000003859
7117	NFU1	ENSTGUG00000003860
7121	LAMTOR3	ENSTGUG00000003482
7122	DAPP1	ENSTGUG00000003467
7124	ARMC1	ENSTGUG00000011252
7126	IL4I1	ENSTGUG00000015674
7127	TIMM17A	ENSTGUG00000001422
7132	TRIM7	
7136	ZMAT3	ENSTGUG00000010765
7140	DRAM2	ENSTGUG00000001400
7141	ARHGAP25	ENSTGUG00000003999
7143	SUPT6H	ENSTGUG00000006101
7147	CDS2	ENSTGUG00000004008
7150	KLF3	ENSTGUG00000009046
7152	SLC23A2	ENSTGUG00000004082
7158	BNIP3L	ENSTGUG00000004223
7160	PPP2R2A	ENSTGUG00000004235
7162	GH	ENSTGUG00000003288
7164	HEATR1	ENSTGUG00000010404
7165	PSMF1	ENSTGUG00000006876
7166	CDCA2	
7168	KCTD9	ENSTGUG00000004348
7169	EFNA5	ENSTGUG00000000956
7171	DPAGT1	ENSTGUG00000000002
7172	ARID4B	ENSTGUG00000010246
7173	VPS11	ENSTGUG00000000018
7174	MTFR1	ENSTGUG00000011257
7178	TNNI1	ENSTGUG00000001319
7184	LMO2	ENSTGUG00000005633
7186	GLP2R	ENSTGUG00000007506
7189	RPS6KA1	ENSTGUG00000001002
7192	CRHR1	ENSTGUG00000003182
7193	ITGB3	ENSTGUG00000003122
7194	SLC6A17	ENSTGUG00000000875
7197	HINT1	ENSTGUG00000000395
7201	ERMP1	ENSTGUG00000004990
7203	KCNA10	ENSTGUG00000000862
7204	KCNA2	ENSTGUG00000000897
7205	MEIG1	ENSTGUG00000002362
7206	KPNB1	ENSTGUG00000003387
7210	RPL36	ENSTGUG00000000049
7211	LRRTM4	ENSTGUG00000004157
7214	SMEK2	ENSTGUG00000006962
7217	ETV7	ENSTGUG00000000916
7218	DCAF7	ENSTGUG00000001963
7219	KCTD20	ENSTGUG00000000921
7221	STK38	ENSTGUG00000000925
7223	SLC45A1	ENSTGUG00000002520
7224	SRSF3	ENSTGUG00000000928
7226	ERRFI1	ENSTGUG00000002527
7227	PARK7	
7228	RNF113A	ENSTGUG00000001947
7230	FBXO38	ENSTGUG00000000212
7231	UTS2	ENSTGUG00000002545
7232	SLC1A6	ENSTGUG00000000032
7233	LAPTM5	ENSTGUG00000000801
7234	CCDC47	ENSTGUG00000001935
7236	PER3	ENSTGUG00000002547
7237	RANBP3	ENSTGUG00000000023
7240	MYL4	ENSTGUG00000001922
7241	ENSGALT00000000829	ENSTGUG00000003524
7242	CDC27	ENSTGUG00000001915
7245	RAB11B	ENSTGUG00000000084
7246	ZCCHC17	ENSTGUG00000000817
7247	ANGPTL4	ENSTGUG00000000086
7248	DNAJC11	ENSTGUG00000002575
7249	PHF13	ENSTGUG00000002583
7251	ANKS3	ENSTGUG00000003801
7253	ACOT7	ENSTGUG00000002611
7254	TERF2	ENSTGUG00000008090
7257	EDN2	ENSTGUG00000000822
7258	NFAT5	ENSTGUG00000008104
7261	PAK1	ENSTGUG00000013034
7262	MAP3K14	ENSTGUG00000002094
7263	GDPD4	ENSTGUG00000013039
7264	ELK4	ENSTGUG00000017516
7268	ELAVL1	ENSTGUG00000000118
7271	SLC26A9	ENSTGUG00000017509
7272	PCDHAC2	ENSTGUG00000001700
7274	TSKU	ENSTGUG00000013059
7276	ZMAT2	ENSTGUG00000001696
7278	EYA3	ENSTGUG00000000872
7279	PTAFR	ENSTGUG00000000879
7280	DNAJC8	ENSTGUG00000000890
7281	ENSGALT00000001149	ENSTGUG00000001118
7283	PRMT7	ENSTGUG00000006916
7284	ENSGALT00000001164	ENSTGUG00000000325
7285	LINGO3	ENSTGUG00000000323
7287	IST1	ENSTGUG00000008259
7291	HTR1D	ENSTGUG00000001436
7292	LUZP1	ENSTGUG00000001438
7293	ENSGALT00000001199	
7294	MAPK14	ENSTGUG00000001633
7295	MAPK13	ENSTGUG00000001624
7296	EMSY	ENSTGUG00000013566
7298	FKBP6	ENSTGUG00000003103
7299	TMCO6	ENSTGUG00000001595
7300	AP1G1	ENSTGUG00000008285
7302	SLC35A4	ENSTGUG00000001597
7303	DYRK3	ENSTGUG00000001091
7304	FBXW2	ENSTGUG00000007484
7306	SELENBP1	ENSTGUG00000017392
7309	CXXC5	ENSTGUG00000001608
7311	CSNK2A2	ENSTGUG00000004713
7314	TAT	ENSTGUG00000008374
7316	CHST4	ENSTGUG00000008391
7317	KDF1	ENSTGUG00000000978
7320	ADAT1	ENSTGUG00000008449
7322	CHST6	ENSTGUG00000008470
7323	ANGPTL2	ENSTGUG00000007478
7325	ZBTB43	ENSTGUG00000007422
7330	PFDN1	ENSTGUG00000001632
7331	MVB12B	ENSTGUG00000007386
7341	LPO	ENSTGUG00000003210
7342	GMEB1	ENSTGUG00000000731
7343	CCDC27	ENSTGUG00000002741
7344	L3MBTL1	ENSTGUG00000003474
7346	DUSP16	ENSTGUG00000012708
7347	SRSF6	ENSTGUG00000003455
7348	TAF12	ENSTGUG00000000730
7349	GAPVD1	ENSTGUG00000007305
7350	GJC1	ENSTGUG00000002061
7351	MTFR1L	ENSTGUG00000001075
