"ncbi_gene_id","ensembl_gene_id"
"RAB7B","ENSTGUG00000021887"
"LOC115498085","ENSTGUG00000021889"
"RND2","ENSTGUG00000021893"
"PDCD5","ENSTGUG00000021896"
"MAFK","ENSTGUG00000021897"
"LOC115492508","ENSTGUG00000021898"
"SCRN2","ENSTGUG00000021900"
"LOC115494662","ENSTGUG00000021901"
"LOC115494562","ENSTGUG00000021905"
"LOC115498446","ENSTGUG00000021906"
"PA2G4","ENSTGUG00000021908"
"S100A7","ENSTGUG00000021909"
"LOC100226434","ENSTGUG00000021912"
"LOC115491494","ENSTGUG00000021914"
"LOC115492651","ENSTGUG00000021916"
"TMEM33","ENSTGUG00000021917"
"AKIRIN2","ENSTGUG00000021919"
"LOC115492662","ENSTGUG00000021920"
"LOC115494460","ENSTGUG00000021921"
"TMEM167B","ENSTGUG00000021926"
"XKRX","ENSTGUG00000021927"
"LOC115491492","ENSTGUG00000021929"
"LOC115491990","ENSTGUG00000021933"
"PSPH","ENSTGUG00000021934"
"ADCYAP1","ENSTGUG00000021936"
"LOC115497639","ENSTGUG00000021937"
"OSBPL2","ENSTGUG00000021939"
"FEZF2","ENSTGUG00000021940"
"LOC115491002","ENSTGUG00000021944"
"WDR89","ENSTGUG00000021948"
"SRPK3","ENSTGUG00000021949"
"TCF21","ENSTGUG00000021950"
"OTOP3","ENSTGUG00000021952"
"LOC115491829","ENSTGUG00000021955"
"LOC115494659","ENSTGUG00000021956"
"APOA1","ENSTGUG00000021957"
"PLEKHJ1","ENSTGUG00000021961"
"CAPZA2","ENSTGUG00000021964"
"DDX23","ENSTGUG00000021965"
"NEUROD2","ENSTGUG00000021970"
"FAM174B","ENSTGUG00000021975"
"MRPS18A","ENSTGUG00000021976"
"ADRA1D","ENSTGUG00000021977"
"LOC115492067","ENSTGUG00000021979"
"LOC115498519","ENSTGUG00000021980"
"LOC100226582","ENSTGUG00000021981"
"DCAF15","ENSTGUG00000021982"
"UHMK1","ENSTGUG00000021984"
"CYREN","ENSTGUG00000021985"
"LOC101232953","ENSTGUG00000021987"
"LOC115493152","ENSTGUG00000021988"
"RERG","ENSTGUG00000021990"
"LOC115492754","ENSTGUG00000021991"
"CCNT1","ENSTGUG00000021992"
"NUAK2","ENSTGUG00000021994"
"LOC115494454","ENSTGUG00000021998"
"CEBPB","ENSTGUG00000021999"
"LOC115496281","ENSTGUG00000022000"
"LOC100219651","ENSTGUG00000022004"
"LOC115494794","ENSTGUG00000022013"
"LOC115491747","ENSTGUG00000022014"
"ENTPD8","ENSTGUG00000022015"
"EDN2","ENSTGUG00000022016"
"LOC100229185","ENSTGUG00000022017"
"LOC115494202","ENSTGUG00000022018"
"IQCK","ENSTGUG00000022019"
"LOC115494797","ENSTGUG00000022023"
"C5H14orf39","ENSTGUG00000022024"
"TRAPPC2L","ENSTGUG00000022026"
"RCN3","ENSTGUG00000022028"
"KCTD4","ENSTGUG00000022029"
"LOC115491320","ENSTGUG00000022032"
"SLC26A6","ENSTGUG00000022035"
"SYNDIG1L","ENSTGUG00000022036"
"LOC115498470","ENSTGUG00000022038"
"LOC115490821","ENSTGUG00000022040"
"PPM1J","ENSTGUG00000022043"
"LOC101233642","ENSTGUG00000022048"
"LOC115492935","ENSTGUG00000022049"
"PHOSPHO2","ENSTGUG00000022051"
"LOC115491505","ENSTGUG00000022052"
"LOC115491999","ENSTGUG00000022053"
"HOXB2","ENSTGUG00000022054"
"PLN","ENSTGUG00000022055"
"LOC100221701","ENSTGUG00000022056"
"LOC115490908","ENSTGUG00000022058"
"CDA","ENSTGUG00000022059"
"LOC115493752","ENSTGUG00000022060"
"LOC115497447","ENSTGUG00000022062"
"MRRF","ENSTGUG00000022064"
"LOC100231082","ENSTGUG00000022065"
"LOC100223452","ENSTGUG00000022068"
"LOC115492710","ENSTGUG00000022070"
"LOC115492762","ENSTGUG00000022071"
"LOC100224755","ENSTGUG00000022073"
"CCDC12","ENSTGUG00000022076"
"LOC100217861","ENSTGUG00000022077"
"LOC115495404","ENSTGUG00000022078"
"FBF1","ENSTGUG00000022079"
"SRCAP","ENSTGUG00000022080"
"RAI1","ENSTGUG00000022081"
"PPP4C","ENSTGUG00000022082"
"HOXD13","ENSTGUG00000022083"
"LOC115496523","ENSTGUG00000022084"
"KRI1","ENSTGUG00000022088"
"LOC115492919","ENSTGUG00000022090"
"LOC115492538","ENSTGUG00000022091"
"SIGMAR1","ENSTGUG00000022092"
"HOXD8","ENSTGUG00000022095"
"RACK1","ENSTGUG00000022096"
"COL23A1","ENSTGUG00000022097"
"ADAT3","ENSTGUG00000022098"
"CPSF4L","ENSTGUG00000022100"
"LOC115495626","ENSTGUG00000022101"
"NRBP2","ENSTGUG00000022104"
"HEG1","ENSTGUG00000022106"
"BCKDK","ENSTGUG00000022107"
"MYLK2","ENSTGUG00000022110"
"BNIP3","ENSTGUG00000022111"
"IDH2","ENSTGUG00000022112"
"ERICH5","ENSTGUG00000022114"
"C7H2orf88","ENSTGUG00000022115"
"CCDC166","ENSTGUG00000022116"
"RSF1","ENSTGUG00000022119"
"SRP14","ENSTGUG00000022120"
"LOC115498154","ENSTGUG00000022128"
"LOC115491493","ENSTGUG00000022131"
"SRRM1","ENSTGUG00000022132"
"USP48","ENSTGUG00000022134"
"PDE1B","ENSTGUG00000022135"
"ENDOV","ENSTGUG00000022138"
"LOC100220695","ENSTGUG00000022139"
"ACYP2","ENSTGUG00000022141"
"LOC100230263","ENSTGUG00000022144"
"OGFOD3","ENSTGUG00000022146"
"HRH4","ENSTGUG00000022147"
"PPP1R37","ENSTGUG00000022148"
"SCARA5","ENSTGUG00000022151"
"LOC115492644","ENSTGUG00000022152"
"CISD1","ENSTGUG00000022153"
"LOC115498502","ENSTGUG00000022154"
"LOC115494061","ENSTGUG00000022155"
"EDNRB","ENSTGUG00000022162"
"PLCXD2","ENSTGUG00000022163"
"LOC115491181","ENSTGUG00000022166"
"NKX3-2","ENSTGUG00000022168"
"LOC115497801","ENSTGUG00000022169"
"LOC115492721","ENSTGUG00000022170"
"LOC105759468","ENSTGUG00000022171"
"C1H11orf97","ENSTGUG00000022175"
"LOC100221754","ENSTGUG00000022177"
"LOC101233554","ENSTGUG00000022178"
"AQP8","ENSTGUG00000022179"
"RNF144A","ENSTGUG00000022180"
"LOC115494665","ENSTGUG00000022181"
"LOC105760992","ENSTGUG00000022182"
"SMIM29","ENSTGUG00000022185"
"NDUFC2","ENSTGUG00000022186"
"IER5","ENSTGUG00000022188"
"LETMD1","ENSTGUG00000022194"
"DTNB","ENSTGUG00000022206"
"ITPK1","ENSTGUG00000022207"
"LOC115490736","ENSTGUG00000022208"
"LOC115497786","ENSTGUG00000022209"
"LOC115493641","ENSTGUG00000022211"
"LOC115494806","ENSTGUG00000022213"
"RNF11","ENSTGUG00000022215"
"CENPO","ENSTGUG00000022216"
"KIF12","ENSTGUG00000022217"
"LOC115492132","ENSTGUG00000022218"
"LOC100226970","ENSTGUG00000022219"
"LOC115491586","ENSTGUG00000022220"
"TCFL5","ENSTGUG00000022221"
"LOC115492816","ENSTGUG00000022223"
"PCTP","ENSTGUG00000022225"
"LOC115490818","ENSTGUG00000022226"
"LOC115497502","ENSTGUG00000022229"
"CMPK2","ENSTGUG00000022230"
"LOC115496702","ENSTGUG00000022232"
"RITA1","ENSTGUG00000022233"
"LOC115492723","ENSTGUG00000022234"
"LOC115497891","ENSTGUG00000022236"
"LOC115495177","ENSTGUG00000022239"
"LOC100224417","ENSTGUG00000022240"
"LOC115495121","ENSTGUG00000022241"
"ANKRD33","ENSTGUG00000022242"
"LOC115491615","ENSTGUG00000022243"
"LOC115491731","ENSTGUG00000022246"
"LOC115494779","ENSTGUG00000022247"
"NIM1K","ENSTGUG00000022249"
"CCDC61","ENSTGUG00000022252"
"LOC115491607","ENSTGUG00000022255"
"LOC115493503","ENSTGUG00000022258"
"CDK2AP2","ENSTGUG00000022260"
"CRKL","ENSTGUG00000022262"
"UCK1","ENSTGUG00000022263"
"LOC115492709","ENSTGUG00000022264"
"LOC115495162","ENSTGUG00000022265"
"BOLA1","ENSTGUG00000022266"
"LOC115494676","ENSTGUG00000022267"
"GALR2","ENSTGUG00000022268"
"LOC105758677","ENSTGUG00000022269"
"MDFIC2","ENSTGUG00000022276"
"FNDC10","ENSTGUG00000022277"
"MACROD2","ENSTGUG00000022278"
"LOC115497305","ENSTGUG00000022279"
"LOC115491952","ENSTGUG00000022280"
"LOC115494048","ENSTGUG00000022281"
"MCL1","ENSTGUG00000022286"
"TMEM26","ENSTGUG00000022288"
"LOC115493985","ENSTGUG00000022292"
"LOC115496872","ENSTGUG00000022293"
"LOC100219367","ENSTGUG00000022296"
"LOC115496181","ENSTGUG00000022297"
"DOHH","ENSTGUG00000022298"
"LOC115492993","ENSTGUG00000022300"
"LOC115493636","ENSTGUG00000022301"
"LOC115492655","ENSTGUG00000022303"
"ZBTB7A","ENSTGUG00000022308"
"LOC100220616","ENSTGUG00000022310"
"RIDA","ENSTGUG00000022311"
"XKR4","ENSTGUG00000022313"
"HAGH","ENSTGUG00000022314"
"LOC115492357","ENSTGUG00000022316"
"CD3E","ENSTGUG00000022317"
"ZNF703","ENSTGUG00000022318"
"LOC115495152","ENSTGUG00000022321"
"LOC115491791","ENSTGUG00000022322"
"PPP1R3A","ENSTGUG00000022324"
"LOC115497988","ENSTGUG00000022329"
"EXOSC8","ENSTGUG00000022331"
"KMT5A","ENSTGUG00000022332"
"BAZ2A","ENSTGUG00000022334"
"LOC115498014","ENSTGUG00000022335"
"LOC115497024","ENSTGUG00000022336"
"C14H16orf71","ENSTGUG00000022337"
"LOC115495293","ENSTGUG00000022338"
"LOC100218075","ENSTGUG00000022344"
"LOC115493957","ENSTGUG00000022346"
"DRC1","ENSTGUG00000022350"
"NCALD","ENSTGUG00000022354"
"LOC115498224","ENSTGUG00000022356"
"AATK","ENSTGUG00000022357"
"LOC115498083","ENSTGUG00000022358"
"LOC100225594","ENSTGUG00000022359"
"LOC115497842","ENSTGUG00000022360"
"ASPDH","ENSTGUG00000022362"
"LOC115493600","ENSTGUG00000022363"
"LOC100221477","ENSTGUG00000022364"
"LOC115490839","ENSTGUG00000022366"
"CLEC3B","ENSTGUG00000022367"
"LOC100227609","ENSTGUG00000022369"
"LOC100219612","ENSTGUG00000022371"
"TRADD","ENSTGUG00000022373"
"RYK","ENSTGUG00000022381"
"CISD3","ENSTGUG00000022382"
"PAFAH1B2","ENSTGUG00000022383"
"LOC100229840","ENSTGUG00000022385"
"RAB4B","ENSTGUG00000022387"
"LOC100218899","ENSTGUG00000022391"
"LOC100226209","ENSTGUG00000022392"
"LOC115491763","ENSTGUG00000022394"
"LOC115498377","ENSTGUG00000022396"
"LOC115491465","ENSTGUG00000022398"
"LOC115494372","ENSTGUG00000022401"
"LOC115491979","ENSTGUG00000022402"
"LOC105758852","ENSTGUG00000022406"
"LOC115491391","ENSTGUG00000022410"
"CABP4","ENSTGUG00000022413"
"DNAL4","ENSTGUG00000022414"
"IRS4","ENSTGUG00000022416"
"RPL9","ENSTGUG00000022418"
"CRTAP","ENSTGUG00000022421"
"AQP2","ENSTGUG00000022423"
"LEP","ENSTGUG00000022426"
"LOC115491707","ENSTGUG00000022427"
"LOC115494477","ENSTGUG00000022428"
"C1QTNF6","ENSTGUG00000022429"
"KCNS2","ENSTGUG00000022432"
"LOC115497505","ENSTGUG00000022433"
"LOC101232941","ENSTGUG00000022434"
"LRRC75A","ENSTGUG00000022437"
"LOC100228770","ENSTGUG00000022438"
"P2RY14","ENSTGUG00000022439"
"MC5R","ENSTGUG00000022441"
"SNRPE","ENSTGUG00000022442"
"LOC115493807","ENSTGUG00000022445"
"OCSTAMP","ENSTGUG00000022447"
"LOC115492318","ENSTGUG00000022449"
"LOC115491538","ENSTGUG00000022451"
"LOC115492522","ENSTGUG00000022458"
"LOC105759312","ENSTGUG00000022460"
"PHGDH","ENSTGUG00000022462"
"UBE2B","ENSTGUG00000022464"
"METTL11B","ENSTGUG00000022465"
"LOC115492095","ENSTGUG00000022468"
"LOC100229929","ENSTGUG00000022472"
"TMEM98","ENSTGUG00000022473"
"LOC115491330","ENSTGUG00000022474"
"ANAPC16","ENSTGUG00000022475"
"LOC101233160","ENSTGUG00000022476"
"LOC115492047","ENSTGUG00000022478"
"LOC115498302","ENSTGUG00000022481"
"LOC115494053","ENSTGUG00000022484"
"LOC115491487","ENSTGUG00000022485"
"LOC115494734","ENSTGUG00000022486"
"LOC100219522","ENSTGUG00000022495"
"CBLN4","ENSTGUG00000022496"
"LOC100218598","ENSTGUG00000022497"
"LOC115496517","ENSTGUG00000022499"
"FAM107B","ENSTGUG00000022507"
"CNGA4","ENSTGUG00000022508"
"LOC115493928","ENSTGUG00000022509"
"LOC115492033","ENSTGUG00000022510"
"BAHD1","ENSTGUG00000022512"
"LOC100223996","ENSTGUG00000022514"
"MFNG","ENSTGUG00000022516"
"LOC115494006","ENSTGUG00000022520"
"LOC100222774","ENSTGUG00000022521"
"DOC2B","ENSTGUG00000022522"
"LOC115493344","ENSTGUG00000022523"
"CDC42EP4","ENSTGUG00000022526"
"C15H12orf65","ENSTGUG00000022532"
"RPS9","ENSTGUG00000022536"
"CRADD","ENSTGUG00000022539"
"LOC115496355","ENSTGUG00000022540"
"GCG2","ENSTGUG00000022541"
"LOC115496520","ENSTGUG00000022542"
"LOC115493887","ENSTGUG00000022544"
"LOC100222639","ENSTGUG00000022545"
"ANKRD2","ENSTGUG00000022547"
"KCNG3","ENSTGUG00000022548"
"LOC115495680","ENSTGUG00000022550"
"TRIQK","ENSTGUG00000022552"
"LOC115497843","ENSTGUG00000022556"
"RNASEH2A","ENSTGUG00000022561"
"RAD21L1","ENSTGUG00000022563"
"MOSMO","ENSTGUG00000022564"
"ACBD4","ENSTGUG00000022567"
"LOC115496828","ENSTGUG00000022577"
"FAM8A1","ENSTGUG00000022581"
"BRK1","ENSTGUG00000022582"
"DNAJC28","ENSTGUG00000022583"
"LOC115496704","ENSTGUG00000022584"
"DTX1","ENSTGUG00000022586"
"LOC115495921","ENSTGUG00000022588"
"LOC115496491","ENSTGUG00000022590"
"LOC100225738","ENSTGUG00000022591"
"EMC10","ENSTGUG00000022595"
"LOC115497294","ENSTGUG00000022598"
"ISOC2","ENSTGUG00000022600"
"LOC100223548","ENSTGUG00000022601"
"LOC115494996","ENSTGUG00000022604"
"SPATA18","ENSTGUG00000022606"
"MOGS","ENSTGUG00000022608"
"PAIP2B","ENSTGUG00000022611"
"TMEM79","ENSTGUG00000022613"
"C1QTNF7","ENSTGUG00000022614"
"LOC115490991","ENSTGUG00000022618"
"LOC100223290","ENSTGUG00000022620"
"LOC100218428","ENSTGUG00000022622"
"PCGF1","ENSTGUG00000022625"
"HEBP1","ENSTGUG00000022626"
"ATG9B","ENSTGUG00000022627"
"FBL","ENSTGUG00000022629"
"GMNC","ENSTGUG00000022630"
"FBXL12","ENSTGUG00000022631"
"LOC115491496","ENSTGUG00000022632"
"LOC115496832","ENSTGUG00000022634"
"LOC115498367","ENSTGUG00000022635"
"CD2BP2","ENSTGUG00000022636"
"HOPX","ENSTGUG00000022637"
"FAM181B","ENSTGUG00000022639"
"SH3PXD2B","ENSTGUG00000022640"
"AQP5","ENSTGUG00000022648"
"LOC115491716","ENSTGUG00000022650"
"KIF27","ENSTGUG00000022652"
"LOC105759186","ENSTGUG00000022654"
"LOC115492370","ENSTGUG00000022655"
"LOC115492957","ENSTGUG00000022657"
"SFTPA","ENSTGUG00000022658"
"LOC115491708","ENSTGUG00000022661"
"CTXN1","ENSTGUG00000022662"
"PLEKHB2","ENSTGUG00000022667"
"LOC115490831","ENSTGUG00000022669"
"CBX3","ENSTGUG00000022671"
"PHOSPHO1","ENSTGUG00000022673"
"ALX4","ENSTGUG00000022675"
"CNPPD1","ENSTGUG00000022677"
"LOC115492706","ENSTGUG00000022683"
"FOXG1","ENSTGUG00000022684"
"CLDN25","ENSTGUG00000022685"
"CLDN5","ENSTGUG00000022686"
"TFAP2B","ENSTGUG00000022691"
"LOC100224730","ENSTGUG00000022692"
"CDC37","ENSTGUG00000022693"
"LOC115498408","ENSTGUG00000022695"
"ZNF518A","ENSTGUG00000022696"
"LOC101232915","ENSTGUG00000022698"
"FLOT1","ENSTGUG00000022700"
"CENPC","ENSTGUG00000022704"
"LOC115496009","ENSTGUG00000022705"
"MIR7643","ENSTGUG00000022706"
"LOC115493402","ENSTGUG00000022707"
"RBM38","ENSTGUG00000022708"
"LLPH","ENSTGUG00000022709"
"LOC105758623","ENSTGUG00000022710"
"LOC100220125","ENSTGUG00000022711"
"LOC101233889","ENSTGUG00000022715"
"LOC115492704","ENSTGUG00000022718"
"MMGT1","ENSTGUG00000022719"
"MEMO1","ENSTGUG00000022722"
"GALNT5","ENSTGUG00000022723"
"LOC115492811","ENSTGUG00000022724"
"LOC100227977","ENSTGUG00000022726"
"LOC115495130","ENSTGUG00000022729"
"OGFR","ENSTGUG00000022732"
"CARTPT","ENSTGUG00000022734"
"PMAIP1","ENSTGUG00000022735"
"LSM10","ENSTGUG00000022736"
"EEF1AKMT4","ENSTGUG00000022737"
"NRN1L","ENSTGUG00000022742"
"ADORA2B","ENSTGUG00000022743"
"LOC115492551","ENSTGUG00000022744"
"NCMAP","ENSTGUG00000022746"
"GEMIN8","ENSTGUG00000022747"
"LOC115491570","ENSTGUG00000022749"
"SLC45A3","ENSTGUG00000022751"
"VPS72","ENSTGUG00000022755"
"ATP2B4","ENSTGUG00000022756"
"LOC115497757","ENSTGUG00000022757"
"KCNE2","ENSTGUG00000022758"
"LOC100224281","ENSTGUG00000022759"
"LOC115494174","ENSTGUG00000022760"
"LIMD2","ENSTGUG00000022764"
"LOC100227127","ENSTGUG00000022769"
"LOC100229806","ENSTGUG00000022770"
"LOC115490912","ENSTGUG00000022771"
"LOC105760824","ENSTGUG00000022772"
"HCN4","ENSTGUG00000022773"
"LOC115492243","ENSTGUG00000022779"
"CWF19L1","ENSTGUG00000022781"
"LOC115492107","ENSTGUG00000022783"
"LOC115491935","ENSTGUG00000022784"
"MLLT6","ENSTGUG00000022785"
"LOC115497513","ENSTGUG00000022787"
"LOC105759749","ENSTGUG00000022788"
"BLVRB","ENSTGUG00000022790"
"TMEM74","ENSTGUG00000022792"
"LOC100226721","ENSTGUG00000022796"
"LOC115492061","ENSTGUG00000022802"
"AJM1","ENSTGUG00000022803"
"NCS1","ENSTGUG00000022805"
"LRRC58","ENSTGUG00000022807"
"LOC100232533","ENSTGUG00000022808"
"DHDH","ENSTGUG00000022809"
"TENT5D","ENSTGUG00000022810"
"TAOK2","ENSTGUG00000022814"
"COLGALT1","ENSTGUG00000022815"
"LOC115492914","ENSTGUG00000022819"
"ZRANB2","ENSTGUG00000022821"
"FAM163A","ENSTGUG00000022822"
"ABL2","ENSTGUG00000022823"
"CPPED1","ENSTGUG00000022824"
"LOC115492516","ENSTGUG00000022827"
"HMGB3","ENSTGUG00000022829"
"LOC115496305","ENSTGUG00000022830"
"HEATR3","ENSTGUG00000022831"
"LOC101232870","ENSTGUG00000022836"
"CCDC97","ENSTGUG00000022841"
"LOC115494437","ENSTGUG00000022842"
"LOC115491772","ENSTGUG00000022843"
"CGGBP1","ENSTGUG00000022844"
"CRYGN","ENSTGUG00000022845"
"DNAJB14","ENSTGUG00000022850"
"LOC100231121","ENSTGUG00000022852"
"NENF","ENSTGUG00000022854"
"LOC101234177","ENSTGUG00000022855"
"LOC115494188","ENSTGUG00000022856"
"LOC115491735","ENSTGUG00000022857"
"CMC2","ENSTGUG00000022858"
"LOC115492189","ENSTGUG00000022859"
"HMGB1","ENSTGUG00000022860"
"LOC105760897","ENSTGUG00000022862"
"LOC100231025","ENSTGUG00000022865"
"LOC115491757","ENSTGUG00000022866"
"LOC115492607","ENSTGUG00000022869"
"LOC100229249","ENSTGUG00000022872"
"LOC115498155","ENSTGUG00000022874"
"AHDC1","ENSTGUG00000022877"
"LOC115491803","ENSTGUG00000022879"
"STAT4","ENSTGUG00000022880"
"LOC105759757","ENSTGUG00000022883"
"LOC115493163","ENSTGUG00000022886"
"MED4","ENSTGUG00000022889"
"LOC115498449","ENSTGUG00000022890"
"PTX4","ENSTGUG00000022894"
"LOC115493071","ENSTGUG00000022896"
"NDUFS2","ENSTGUG00000022898"
"CCDC122","ENSTGUG00000022901"
"TMEM267","ENSTGUG00000022905"
"LOC115497725","ENSTGUG00000022907"
"ANKFN1","ENSTGUG00000022909"
"LOC115497102","ENSTGUG00000022910"
"LOC115494449","ENSTGUG00000022911"
"ETFRF1","ENSTGUG00000022912"
"PPM1A","ENSTGUG00000022913"
"LOC115498011","ENSTGUG00000022916"
"LOC115491531","ENSTGUG00000022918"
"ANP32A","ENSTGUG00000022919"
"MAPKAPK2","ENSTGUG00000022920"
"GINS3","ENSTGUG00000022921"
"LOC115493250","ENSTGUG00000022923"
"LOC115491423","ENSTGUG00000022924"
"LOC115494664","ENSTGUG00000022925"
"FOXN2","ENSTGUG00000022926"
"RARA","ENSTGUG00000022927"
"LOC115494706","ENSTGUG00000022928"
"LOC115495156","ENSTGUG00000022933"
"LOC115491377","ENSTGUG00000022936"
"NGB","ENSTGUG00000022938"
"AOC3","ENSTGUG00000022939"
"LOC100229618","ENSTGUG00000022940"
"GNG3","ENSTGUG00000022941"
"XK","ENSTGUG00000022942"
"LOC115497219","ENSTGUG00000022943"
"LOC115492219","ENSTGUG00000022946"
"LOC100219985","ENSTGUG00000022947"
"LOC115490576","ENSTGUG00000022950"
"LOC105758975","ENSTGUG00000022951"
"LOC100220927","ENSTGUG00000022952"
"LOC115496879","ENSTGUG00000022954"
"LOC115493282","ENSTGUG00000022955"
"LOC115491765","ENSTGUG00000022956"
"LOC115492852","ENSTGUG00000022958"
"ARL8B","ENSTGUG00000022959"
"TCTEX1D4","ENSTGUG00000022961"
"LOC115490920","ENSTGUG00000022963"
"AMER3","ENSTGUG00000022966"
"NKX1-2","ENSTGUG00000022969"
"LOC101234090","ENSTGUG00000022971"
"LOC115492042","ENSTGUG00000022972"
"CADM4","ENSTGUG00000022975"
"INO80B","ENSTGUG00000022976"
"NDUFA12","ENSTGUG00000022977"
"NOA1","ENSTGUG00000022978"
"LOC115497672","ENSTGUG00000022979"
"LOC115492728","ENSTGUG00000022981"
"SLC2A4RG","ENSTGUG00000022982"
"FITM2","ENSTGUG00000022983"
"LOC100219438","ENSTGUG00000022984"
"LOC100221672","ENSTGUG00000022987"
"LOC115491594","ENSTGUG00000022988"
"LOC115494379","ENSTGUG00000022989"
"LOC115492355","ENSTGUG00000022990"
"LOC100231283","ENSTGUG00000022993"
"RAB33B","ENSTGUG00000022994"
"LOC115494044","ENSTGUG00000022995"
"SLC9A3R2","ENSTGUG00000022996"
"ACHE","ENSTGUG00000022998"
"LOC100190442","ENSTGUG00000022999"
"CPTP","ENSTGUG00000023000"
"LOC101233303","ENSTGUG00000023006"
"LOC115496802","ENSTGUG00000023009"
"CMKLR1","ENSTGUG00000023011"
"LOC115493372","ENSTGUG00000023013"
"LOC115493104","ENSTGUG00000023014"
"LOC115491912","ENSTGUG00000023015"
"DUSP3","ENSTGUG00000023018"
"ADO","ENSTGUG00000023022"
"FGF10","ENSTGUG00000023023"
"LOC115496204","ENSTGUG00000023024"
"IKBIP","ENSTGUG00000023025"
"LOC115496595","ENSTGUG00000023028"
"FAM126B","ENSTGUG00000023035"
"JAML","ENSTGUG00000023037"
"LOC100228285","ENSTGUG00000023038"
"LOC115497893","ENSTGUG00000023039"
"AADAC","ENSTGUG00000023040"
"LOC115494837","ENSTGUG00000023041"
"LOC115496601","ENSTGUG00000023044"
"HSF1","ENSTGUG00000023045"
"MAPK9","ENSTGUG00000023050"
"GIPC2","ENSTGUG00000023052"
"C15H22orf15","ENSTGUG00000023053"
"LOC105758928","ENSTGUG00000023054"
"GPR146","ENSTGUG00000023055"
"LOC115498514","ENSTGUG00000023058"
"LOC115494169","ENSTGUG00000023059"
"MINDY1","ENSTGUG00000023060"
"LOC115492066","ENSTGUG00000023063"
"LOC115491702","ENSTGUG00000023064"
"NIP7","ENSTGUG00000023067"
"NME7","ENSTGUG00000023069"
"RCAN2","ENSTGUG00000023070"
"MRPL55","ENSTGUG00000023071"
"SHROOM2","ENSTGUG00000023073"
"HMOX2","ENSTGUG00000023074"
"FMNL1","ENSTGUG00000023075"
"LOC115492661","ENSTGUG00000023077"
"PTAFR","ENSTGUG00000023079"
"PTGDR","ENSTGUG00000023083"
"FAM124A","ENSTGUG00000023086"
"CDC42SE2","ENSTGUG00000023089"
"LOC101233427","ENSTGUG00000023091"
"INKA2","ENSTGUG00000023092"
"LEPROTL1","ENSTGUG00000023093"
"CCL20","ENSTGUG00000023094"
"LOC115494505","ENSTGUG00000023097"
"LOC105759741","ENSTGUG00000023098"
"DNAJC27","ENSTGUG00000023099"
"LOC115496160","ENSTGUG00000023100"
"LOC115492468","ENSTGUG00000023101"
"LOC115493296","ENSTGUG00000023102"
"EGR4","ENSTGUG00000023104"
"CTTNBP2NL","ENSTGUG00000023106"
"LOC115494107","ENSTGUG00000023107"
"ST6GALNAC3","ENSTGUG00000023113"
"LOC115491346","ENSTGUG00000023117"
"NXT2","ENSTGUG00000023121"
"MEX3B","ENSTGUG00000023124"
"LOC101232888","ENSTGUG00000023125"
"LOC100224073","ENSTGUG00000023126"
"RWDD2A","ENSTGUG00000023129"
"ELOC","ENSTGUG00000023131"
"MAX","ENSTGUG00000023132"
"THAP11","ENSTGUG00000023133"
"LOC100219698","ENSTGUG00000023135"
"LOC115494671","ENSTGUG00000023136"
"PDE6G","ENSTGUG00000023137"
"LOC100230015","ENSTGUG00000023138"
"FUNDC2","ENSTGUG00000023139"
"PFN2","ENSTGUG00000023144"
"LOC115490714","ENSTGUG00000023146"
"HR","ENSTGUG00000023147"
"SUMO1","ENSTGUG00000023148"
"LOC115493485","ENSTGUG00000023150"
"LOC105758766","ENSTGUG00000023153"
"LOC115491439","ENSTGUG00000023154"
"LOC115490750","ENSTGUG00000023157"
"LOC115494673","ENSTGUG00000023158"
"LOC115491737","ENSTGUG00000023159"
"LOC115496596","ENSTGUG00000023160"
"LRRC75B","ENSTGUG00000023162"
"LOC105759829","ENSTGUG00000023163"
"LOC115491344","ENSTGUG00000023166"
"BTD","ENSTGUG00000023167"
"KCNJ16","ENSTGUG00000023170"
"SLC25A32","ENSTGUG00000023173"
"RBM23","ENSTGUG00000023176"
"POMK","ENSTGUG00000023177"
"ASB1","ENSTGUG00000023179"
"UCP3","ENSTGUG00000023183"
"CD164L2","ENSTGUG00000023189"
"SPAG7","ENSTGUG00000023190"
"SLC35A2","ENSTGUG00000023191"
"LOC115491474","ENSTGUG00000023193"
"PRDX1","ENSTGUG00000023194"
"TFCP2","ENSTGUG00000023196"
"ZNF217","ENSTGUG00000023199"
"NPY2R","ENSTGUG00000023203"
"LOC100231722","ENSTGUG00000023209"
